uniqueid,bank_account
uniqueid_7583 x Tanzania,No
uniqueid_9278 x Tanzania,Yes
uniqueid_9363 x Tanzania,No
uniqueid_8641 x Tanzania,No
uniqueid_9405 x Tanzania,Yes
uniqueid_7290 x Tanzania,Yes
uniqueid_7438 x Tanzania,Yes
uniqueid_9018 x Tanzania,No
uniqueid_9121 x Tanzania,Yes
uniqueid_7880 x Tanzania,Yes
uniqueid_6921 x Tanzania,Yes
uniqueid_8167 x Tanzania,Yes
uniqueid_9106 x Tanzania,No
uniqueid_7227 x Tanzania,Yes
uniqueid_8902 x Tanzania,Yes
uniqueid_7077 x Tanzania,Yes
uniqueid_6907 x Tanzania,No
uniqueid_8206 x Tanzania,Yes
uniqueid_9228 x Tanzania,Yes
uniqueid_8179 x Tanzania,Yes
uniqueid_7168 x Tanzania,No
uniqueid_7508 x Tanzania,No
uniqueid_8798 x Tanzania,Yes
uniqueid_7464 x Tanzania,No
uniqueid_8552 x Tanzania,No
uniqueid_7947 x Tanzania,No
uniqueid_7701 x Tanzania,Yes
uniqueid_7175 x Tanzania,Yes
uniqueid_8519 x Tanzania,Yes
uniqueid_8391 x Tanzania,Yes
uniqueid_8730 x Tanzania,Yes
uniqueid_7730 x Tanzania,Yes
uniqueid_7925 x Tanzania,Yes
uniqueid_7086 x Tanzania,Yes
uniqueid_8770 x Tanzania,Yes
uniqueid_7007 x Tanzania,Yes
uniqueid_9449 x Tanzania,No
uniqueid_7315 x Tanzania,Yes
uniqueid_6914 x Tanzania,Yes
uniqueid_9413 x Tanzania,No
uniqueid_7648 x Tanzania,No
uniqueid_7602 x Tanzania,No
uniqueid_8894 x Tanzania,Yes
uniqueid_9109 x Tanzania,Yes
uniqueid_8554 x Tanzania,Yes
uniqueid_8534 x Tanzania,No
uniqueid_7386 x Tanzania,Yes
uniqueid_7025 x Tanzania,Yes
uniqueid_8933 x Tanzania,Yes
uniqueid_7248 x Tanzania,Yes
uniqueid_8004 x Tanzania,Yes
uniqueid_8629 x Tanzania,No
uniqueid_7029 x Tanzania,No
uniqueid_7568 x Tanzania,No
uniqueid_7828 x Tanzania,Yes
uniqueid_8813 x Tanzania,Yes
uniqueid_6719 x Tanzania,Yes
uniqueid_8584 x Tanzania,No
uniqueid_9437 x Tanzania,Yes
uniqueid_8226 x Tanzania,Yes
uniqueid_7878 x Tanzania,Yes
uniqueid_8245 x Tanzania,No
uniqueid_6669 x Tanzania,No
uniqueid_6959 x Tanzania,Yes
uniqueid_7882 x Tanzania,Yes
uniqueid_9048 x Tanzania,Yes
uniqueid_9350 x Tanzania,No
uniqueid_9135 x Tanzania,Yes
uniqueid_8008 x Tanzania,Yes
uniqueid_7486 x Tanzania,Yes
uniqueid_6690 x Tanzania,Yes
uniqueid_7988 x Tanzania,No
uniqueid_9456 x Tanzania,No
uniqueid_9167 x Tanzania,Yes
uniqueid_7719 x Tanzania,No
uniqueid_7268 x Tanzania,Yes
uniqueid_7194 x Tanzania,Yes
uniqueid_7239 x Tanzania,No
uniqueid_7323 x Tanzania,No
uniqueid_6941 x Tanzania,Yes
uniqueid_7761 x Tanzania,Yes
uniqueid_6881 x Tanzania,No
uniqueid_7544 x Tanzania,Yes
uniqueid_7330 x Tanzania,Yes
uniqueid_7920 x Tanzania,Yes
uniqueid_7530 x Tanzania,Yes
uniqueid_9103 x Tanzania,Yes
uniqueid_6689 x Tanzania,Yes
uniqueid_8899 x Tanzania,No
uniqueid_8275 x Tanzania,Yes
uniqueid_7534 x Tanzania,No
uniqueid_8041 x Tanzania,Yes
uniqueid_9329 x Tanzania,No
uniqueid_8127 x Tanzania,Yes
uniqueid_7500 x Tanzania,Yes
uniqueid_6714 x Tanzania,No
uniqueid_7003 x Tanzania,No
uniqueid_9080 x Tanzania,No
uniqueid_7206 x Tanzania,Yes
uniqueid_9304 x Tanzania,No
uniqueid_9338 x Tanzania,No
uniqueid_6854 x Tanzania,Yes
uniqueid_9069 x Tanzania,Yes
uniqueid_8565 x Tanzania,Yes
uniqueid_7052 x Tanzania,Yes
uniqueid_7224 x Tanzania,Yes
uniqueid_9097 x Tanzania,No
uniqueid_8600 x Tanzania,No
uniqueid_9416 x Tanzania,No
uniqueid_8870 x Tanzania,Yes
uniqueid_7982 x Tanzania,Yes
uniqueid_7108 x Tanzania,No
uniqueid_8301 x Tanzania,Yes
uniqueid_7313 x Tanzania,No
uniqueid_6671 x Tanzania,Yes
uniqueid_7937 x Tanzania,Yes
uniqueid_7111 x Tanzania,Yes
uniqueid_8445 x Tanzania,No
uniqueid_9105 x Tanzania,Yes
uniqueid_7674 x Tanzania,Yes
uniqueid_8257 x Tanzania,No
uniqueid_7442 x Tanzania,Yes
uniqueid_8796 x Tanzania,Yes
uniqueid_8205 x Tanzania,No
uniqueid_8454 x Tanzania,Yes
uniqueid_7791 x Tanzania,Yes
uniqueid_6931 x Tanzania,Yes
uniqueid_8539 x Tanzania,No
uniqueid_7306 x Tanzania,Yes
uniqueid_7397 x Tanzania,Yes
uniqueid_8684 x Tanzania,No
uniqueid_9451 x Tanzania,Yes
uniqueid_8845 x Tanzania,Yes
uniqueid_7702 x Tanzania,Yes
uniqueid_7074 x Tanzania,No
uniqueid_7336 x Tanzania,Yes
uniqueid_7546 x Tanzania,Yes
uniqueid_8561 x Tanzania,Yes
uniqueid_9408 x Tanzania,No
uniqueid_9185 x Tanzania,No
uniqueid_7360 x Tanzania,Yes
uniqueid_8806 x Tanzania,Yes
uniqueid_7072 x Tanzania,No
uniqueid_7011 x Tanzania,Yes
uniqueid_8599 x Tanzania,Yes
uniqueid_7581 x Tanzania,Yes
uniqueid_6759 x Tanzania,Yes
uniqueid_7398 x Tanzania,Yes
uniqueid_8859 x Tanzania,Yes
uniqueid_7355 x Tanzania,Yes
uniqueid_7786 x Tanzania,Yes
uniqueid_6923 x Tanzania,No
uniqueid_6863 x Tanzania,No
uniqueid_7340 x Tanzania,No
uniqueid_9348 x Tanzania,No
uniqueid_7540 x Tanzania,Yes
uniqueid_7309 x Tanzania,No
uniqueid_9238 x Tanzania,No
uniqueid_8254 x Tanzania,No
uniqueid_7400 x Tanzania,Yes
uniqueid_7924 x Tanzania,Yes
uniqueid_7502 x Tanzania,Yes
uniqueid_7542 x Tanzania,Yes
uniqueid_8168 x Tanzania,Yes
uniqueid_8557 x Tanzania,Yes
uniqueid_8876 x Tanzania,Yes
uniqueid_9383 x Tanzania,Yes
uniqueid_7595 x Tanzania,Yes
uniqueid_7303 x Tanzania,Yes
uniqueid_8336 x Tanzania,Yes
uniqueid_8951 x Tanzania,Yes
uniqueid_8344 x Tanzania,Yes
uniqueid_6665 x Tanzania,Yes
uniqueid_7395 x Tanzania,Yes
uniqueid_8410 x Tanzania,Yes
uniqueid_7054 x Tanzania,Yes
uniqueid_7284 x Tanzania,No
uniqueid_9040 x Tanzania,No
uniqueid_7950 x Tanzania,Yes
uniqueid_7038 x Tanzania,Yes
uniqueid_9046 x Tanzania,No
uniqueid_7987 x Tanzania,No
uniqueid_7005 x Tanzania,Yes
uniqueid_7742 x Tanzania,Yes
uniqueid_8853 x Tanzania,Yes
uniqueid_8231 x Tanzania,Yes
uniqueid_8646 x Tanzania,No
uniqueid_8953 x Tanzania,Yes
uniqueid_9143 x Tanzania,Yes
uniqueid_9294 x Tanzania,Yes
uniqueid_9455 x Tanzania,No
uniqueid_7928 x Tanzania,Yes
uniqueid_6778 x Tanzania,Yes
uniqueid_6727 x Tanzania,No
uniqueid_6684 x Tanzania,Yes
uniqueid_6933 x Tanzania,Yes
uniqueid_8715 x Tanzania,Yes
uniqueid_8029 x Tanzania,No
uniqueid_7547 x Tanzania,Yes
uniqueid_8470 x Tanzania,Yes
uniqueid_7893 x Tanzania,Yes
uniqueid_8625 x Tanzania,Yes
uniqueid_7935 x Tanzania,Yes
uniqueid_8703 x Tanzania,No
uniqueid_8639 x Tanzania,No
uniqueid_8844 x Tanzania,Yes
uniqueid_7858 x Tanzania,Yes
uniqueid_7694 x Tanzania,Yes
uniqueid_8449 x Tanzania,Yes
uniqueid_8624 x Tanzania,Yes
uniqueid_8402 x Tanzania,Yes
uniqueid_9009 x Tanzania,Yes
uniqueid_8028 x Tanzania,No
uniqueid_8121 x Tanzania,Yes
uniqueid_7757 x Tanzania,Yes
uniqueid_8698 x Tanzania,No
uniqueid_7026 x Tanzania,No
uniqueid_7465 x Tanzania,No
uniqueid_7428 x Tanzania,Yes
uniqueid_8407 x Tanzania,Yes
uniqueid_7557 x Tanzania,Yes
uniqueid_7434 x Tanzania,Yes
uniqueid_8978 x Tanzania,Yes
uniqueid_7257 x Tanzania,Yes
uniqueid_9406 x Tanzania,No
uniqueid_7250 x Tanzania,Yes
uniqueid_7433 x Tanzania,No
uniqueid_7639 x Tanzania,No
uniqueid_8610 x Tanzania,No
uniqueid_8495 x Tanzania,No
uniqueid_9322 x Tanzania,Yes
uniqueid_8314 x Tanzania,No
uniqueid_8861 x Tanzania,No
uniqueid_8398 x Tanzania,Yes
uniqueid_7642 x Tanzania,Yes
uniqueid_8497 x Tanzania,No
uniqueid_9427 x Tanzania,No
uniqueid_9073 x Tanzania,Yes
uniqueid_8666 x Tanzania,No
uniqueid_6908 x Tanzania,Yes
uniqueid_8114 x Tanzania,Yes
uniqueid_8418 x Tanzania,Yes
uniqueid_8969 x Tanzania,Yes
uniqueid_8527 x Tanzania,Yes
uniqueid_7081 x Tanzania,Yes
uniqueid_7448 x Tanzania,No
uniqueid_8768 x Tanzania,Yes
uniqueid_8295 x Tanzania,Yes
uniqueid_8384 x Tanzania,Yes
uniqueid_7093 x Tanzania,Yes
uniqueid_8648 x Tanzania,No
uniqueid_8630 x Tanzania,Yes
uniqueid_6661 x Tanzania,No
uniqueid_8682 x Tanzania,Yes
uniqueid_7734 x Tanzania,Yes
uniqueid_9139 x Tanzania,Yes
uniqueid_8907 x Tanzania,Yes
uniqueid_9385 x Tanzania,Yes
uniqueid_7475 x Tanzania,No
uniqueid_7403 x Tanzania,No
uniqueid_7623 x Tanzania,Yes
uniqueid_6945 x Tanzania,No
uniqueid_8271 x Tanzania,No
uniqueid_6836 x Tanzania,Yes
uniqueid_7588 x Tanzania,Yes
uniqueid_7004 x Tanzania,No
uniqueid_8521 x Tanzania,Yes
uniqueid_8188 x Tanzania,Yes
uniqueid_8661 x Tanzania,Yes
uniqueid_7127 x Tanzania,No
uniqueid_7482 x Tanzania,Yes
uniqueid_7774 x Tanzania,No
uniqueid_7184 x Tanzania,Yes
uniqueid_8991 x Tanzania,Yes
uniqueid_7830 x Tanzania,Yes
uniqueid_8840 x Tanzania,Yes
uniqueid_6831 x Tanzania,No
uniqueid_7857 x Tanzania,Yes
uniqueid_6691 x Tanzania,Yes
uniqueid_9037 x Tanzania,No
uniqueid_8576 x Tanzania,Yes
uniqueid_8877 x Tanzania,No
uniqueid_7472 x Tanzania,Yes
uniqueid_7176 x Tanzania,Yes
uniqueid_7445 x Tanzania,Yes
uniqueid_8915 x Tanzania,No
uniqueid_6968 x Tanzania,Yes
uniqueid_8023 x Tanzania,Yes
uniqueid_8888 x Tanzania,No
uniqueid_8558 x Tanzania,Yes
uniqueid_8732 x Tanzania,Yes
uniqueid_7144 x Tanzania,Yes
uniqueid_6639 x Tanzania,No
uniqueid_8626 x Tanzania,No
uniqueid_8448 x Tanzania,Yes
uniqueid_7793 x Tanzania,Yes
uniqueid_7295 x Tanzania,Yes
uniqueid_7135 x Tanzania,No
uniqueid_9201 x Tanzania,No
uniqueid_7503 x Tanzania,Yes
uniqueid_8517 x Tanzania,Yes
uniqueid_6936 x Tanzania,No
uniqueid_9256 x Tanzania,Yes
uniqueid_6922 x Tanzania,No
uniqueid_8381 x Tanzania,Yes
uniqueid_6785 x Tanzania,No
uniqueid_8196 x Tanzania,No
uniqueid_8490 x Tanzania,Yes
uniqueid_6748 x Tanzania,No
uniqueid_7271 x Tanzania,No
uniqueid_8776 x Tanzania,Yes
uniqueid_7006 x Tanzania,Yes
uniqueid_8466 x Tanzania,No
uniqueid_8035 x Tanzania,Yes
uniqueid_7780 x Tanzania,Yes
uniqueid_8660 x Tanzania,No
uniqueid_7868 x Tanzania,Yes
uniqueid_6992 x Tanzania,Yes
uniqueid_7888 x Tanzania,No
uniqueid_6876 x Tanzania,Yes
uniqueid_6757 x Tanzania,Yes
uniqueid_9028 x Tanzania,No
uniqueid_9287 x Tanzania,Yes
uniqueid_7869 x Tanzania,Yes
uniqueid_6787 x Tanzania,No
uniqueid_7282 x Tanzania,No
uniqueid_7301 x Tanzania,No
uniqueid_8283 x Tanzania,No
uniqueid_6696 x Tanzania,Yes
uniqueid_7837 x Tanzania,No
uniqueid_8174 x Tanzania,No
uniqueid_8601 x Tanzania,Yes
uniqueid_9421 x Tanzania,No
uniqueid_7749 x Tanzania,No
uniqueid_7160 x Tanzania,Yes
uniqueid_8018 x Tanzania,Yes
uniqueid_7821 x Tanzania,Yes
uniqueid_9141 x Tanzania,Yes
uniqueid_7859 x Tanzania,Yes
uniqueid_8308 x Tanzania,No
uniqueid_7452 x Tanzania,Yes
uniqueid_7816 x Tanzania,Yes
uniqueid_8326 x Tanzania,Yes
uniqueid_9247 x Tanzania,Yes
uniqueid_8222 x Tanzania,Yes
uniqueid_6866 x Tanzania,Yes
uniqueid_7187 x Tanzania,No
uniqueid_8897 x Tanzania,No
uniqueid_7539 x Tanzania,Yes
uniqueid_8109 x Tanzania,Yes
uniqueid_7238 x Tanzania,No
uniqueid_8044 x Tanzania,Yes
uniqueid_8332 x Tanzania,Yes
uniqueid_8462 x Tanzania,Yes
uniqueid_8674 x Tanzania,No
uniqueid_9291 x Tanzania,No
uniqueid_9415 x Tanzania,Yes
uniqueid_9250 x Tanzania,Yes
uniqueid_8317 x Tanzania,Yes
uniqueid_9052 x Tanzania,No
uniqueid_8120 x Tanzania,No
uniqueid_7865 x Tanzania,No
uniqueid_6904 x Tanzania,Yes
uniqueid_8932 x Tanzania,Yes
uniqueid_7775 x Tanzania,Yes
uniqueid_7253 x Tanzania,Yes
uniqueid_7505 x Tanzania,No
uniqueid_6741 x Tanzania,No
uniqueid_7140 x Tanzania,No
uniqueid_8022 x Tanzania,No
uniqueid_6857 x Tanzania,No
uniqueid_8824 x Tanzania,Yes
uniqueid_7453 x Tanzania,Yes
uniqueid_7543 x Tanzania,No
uniqueid_8903 x Tanzania,Yes
uniqueid_8176 x Tanzania,Yes
uniqueid_7803 x Tanzania,Yes
uniqueid_9117 x Tanzania,Yes
uniqueid_7188 x Tanzania,Yes
uniqueid_7996 x Tanzania,Yes
uniqueid_8834 x Tanzania,Yes
uniqueid_7874 x Tanzania,Yes
uniqueid_9286 x Tanzania,Yes
uniqueid_7226 x Tanzania,Yes
uniqueid_7269 x Tanzania,Yes
uniqueid_8837 x Tanzania,Yes
uniqueid_7056 x Tanzania,Yes
uniqueid_6974 x Tanzania,Yes
uniqueid_9122 x Tanzania,No
uniqueid_6829 x Tanzania,Yes
uniqueid_7895 x Tanzania,Yes
uniqueid_7843 x Tanzania,No
uniqueid_8631 x Tanzania,Yes
uniqueid_8934 x Tanzania,Yes
uniqueid_7913 x Tanzania,No
uniqueid_7964 x Tanzania,Yes
uniqueid_9173 x Tanzania,No
uniqueid_8112 x Tanzania,No
uniqueid_6958 x Tanzania,No
uniqueid_8516 x Tanzania,Yes
uniqueid_7411 x Tanzania,No
uniqueid_7013 x Tanzania,No
uniqueid_8846 x Tanzania,No
uniqueid_8673 x Tanzania,Yes
uniqueid_7512 x Tanzania,No
uniqueid_8549 x Tanzania,Yes
uniqueid_7545 x Tanzania,No
uniqueid_7906 x Tanzania,Yes
uniqueid_8849 x Tanzania,Yes
uniqueid_7347 x Tanzania,Yes
uniqueid_8401 x Tanzania,No
uniqueid_6823 x Tanzania,No
uniqueid_6991 x Tanzania,No
uniqueid_7088 x Tanzania,Yes
uniqueid_7710 x Tanzania,Yes
uniqueid_8985 x Tanzania,No
uniqueid_9002 x Tanzania,Yes
uniqueid_8065 x Tanzania,Yes
uniqueid_9374 x Tanzania,Yes
uniqueid_8476 x Tanzania,Yes
uniqueid_6654 x Tanzania,Yes
uniqueid_7293 x Tanzania,Yes
uniqueid_8940 x Tanzania,Yes
uniqueid_6717 x Tanzania,Yes
uniqueid_9101 x Tanzania,No
uniqueid_8542 x Tanzania,Yes
uniqueid_7051 x Tanzania,Yes
uniqueid_9176 x Tanzania,No
uniqueid_7289 x Tanzania,Yes
uniqueid_7622 x Tanzania,No
uniqueid_9411 x Tanzania,Yes
uniqueid_8091 x Tanzania,Yes
uniqueid_6963 x Tanzania,Yes
uniqueid_8039 x Tanzania,Yes
uniqueid_6747 x Tanzania,Yes
uniqueid_8788 x Tanzania,No
uniqueid_7695 x Tanzania,Yes
uniqueid_8881 x Tanzania,Yes
uniqueid_7043 x Tanzania,Yes
uniqueid_8014 x Tanzania,No
uniqueid_8704 x Tanzania,Yes
uniqueid_7559 x Tanzania,No
uniqueid_8216 x Tanzania,Yes
uniqueid_9261 x Tanzania,Yes
uniqueid_9454 x Tanzania,No
uniqueid_7527 x Tanzania,Yes
uniqueid_9026 x Tanzania,Yes
uniqueid_8655 x Tanzania,No
uniqueid_7331 x Tanzania,No
uniqueid_7784 x Tanzania,Yes
uniqueid_6701 x Tanzania,Yes
uniqueid_8104 x Tanzania,Yes
uniqueid_8479 x Tanzania,Yes
uniqueid_7687 x Tanzania,Yes
uniqueid_6705 x Tanzania,No
uniqueid_8181 x Tanzania,No
uniqueid_8786 x Tanzania,No
uniqueid_6744 x Tanzania,No
uniqueid_7332 x Tanzania,No
uniqueid_7069 x Tanzania,Yes
uniqueid_6773 x Tanzania,No
uniqueid_9010 x Tanzania,Yes
uniqueid_7570 x Tanzania,No
uniqueid_7388 x Tanzania,Yes
uniqueid_6930 x Tanzania,No
uniqueid_8173 x Tanzania,Yes
uniqueid_8743 x Tanzania,Yes
uniqueid_7842 x Tanzania,No
uniqueid_7094 x Tanzania,Yes
uniqueid_7585 x Tanzania,No
uniqueid_8345 x Tanzania,Yes
uniqueid_9084 x Tanzania,Yes
uniqueid_7704 x Tanzania,Yes
uniqueid_8748 x Tanzania,No
uniqueid_8838 x Tanzania,Yes
uniqueid_7567 x Tanzania,Yes
uniqueid_7810 x Tanzania,Yes
uniqueid_9365 x Tanzania,No
uniqueid_6666 x Tanzania,Yes
uniqueid_7425 x Tanzania,No
uniqueid_8583 x Tanzania,No
uniqueid_7802 x Tanzania,Yes
uniqueid_8311 x Tanzania,Yes
uniqueid_6884 x Tanzania,No
uniqueid_9192 x Tanzania,Yes
uniqueid_8085 x Tanzania,No
uniqueid_9093 x Tanzania,Yes
uniqueid_9078 x Tanzania,Yes
uniqueid_6895 x Tanzania,Yes
uniqueid_6967 x Tanzania,No
uniqueid_7234 x Tanzania,Yes
uniqueid_6865 x Tanzania,Yes
uniqueid_7223 x Tanzania,Yes
uniqueid_7305 x Tanzania,Yes
uniqueid_7341 x Tanzania,No
uniqueid_7012 x Tanzania,Yes
uniqueid_7071 x Tanzania,Yes
uniqueid_7142 x Tanzania,Yes
uniqueid_8913 x Tanzania,Yes
uniqueid_6723 x Tanzania,Yes
uniqueid_6781 x Tanzania,No
uniqueid_6694 x Tanzania,Yes
uniqueid_7957 x Tanzania,Yes
uniqueid_9233 x Tanzania,Yes
uniqueid_8699 x Tanzania,No
uniqueid_9438 x Tanzania,Yes
uniqueid_7866 x Tanzania,No
uniqueid_7256 x Tanzania,No
uniqueid_8309 x Tanzania,No
uniqueid_6680 x Tanzania,No
uniqueid_9235 x Tanzania,Yes
uniqueid_7963 x Tanzania,No
uniqueid_8825 x Tanzania,Yes
uniqueid_9108 x Tanzania,Yes
uniqueid_9381 x Tanzania,Yes
uniqueid_7346 x Tanzania,Yes
uniqueid_8279 x Tanzania,Yes
uniqueid_6662 x Tanzania,Yes
uniqueid_7233 x Tanzania,Yes
uniqueid_8591 x Tanzania,Yes
uniqueid_9140 x Tanzania,Yes
uniqueid_8505 x Tanzania,No
uniqueid_7951 x Tanzania,Yes
uniqueid_9113 x Tanzania,No
uniqueid_7349 x Tanzania,No
uniqueid_7763 x Tanzania,No
uniqueid_6938 x Tanzania,Yes
uniqueid_7441 x Tanzania,No
uniqueid_8548 x Tanzania,No
uniqueid_8868 x Tanzania,No
uniqueid_7856 x Tanzania,Yes
uniqueid_7407 x Tanzania,Yes
uniqueid_9125 x Tanzania,Yes
uniqueid_9114 x Tanzania,Yes
uniqueid_9160 x Tanzania,No
uniqueid_6681 x Tanzania,Yes
uniqueid_7728 x Tanzania,Yes
uniqueid_8063 x Tanzania,Yes
uniqueid_9044 x Tanzania,Yes
uniqueid_8198 x Tanzania,Yes
uniqueid_8203 x Tanzania,No
uniqueid_8439 x Tanzania,No
uniqueid_7214 x Tanzania,Yes
uniqueid_8425 x Tanzania,Yes
uniqueid_7189 x Tanzania,Yes
uniqueid_9132 x Tanzania,No
uniqueid_8057 x Tanzania,No
uniqueid_9205 x Tanzania,No
uniqueid_8733 x Tanzania,Yes
uniqueid_8617 x Tanzania,Yes
uniqueid_8818 x Tanzania,Yes
uniqueid_7218 x Tanzania,Yes
uniqueid_7898 x Tanzania,Yes
uniqueid_8111 x Tanzania,No
uniqueid_8267 x Tanzania,Yes
uniqueid_7211 x Tanzania,No
uniqueid_9339 x Tanzania,Yes
uniqueid_8856 x Tanzania,No
uniqueid_7494 x Tanzania,Yes
uniqueid_8406 x Tanzania,No
uniqueid_6803 x Tanzania,Yes
uniqueid_9295 x Tanzania,No
uniqueid_8701 x Tanzania,Yes
uniqueid_9159 x Tanzania,Yes
uniqueid_9120 x Tanzania,No
uniqueid_7423 x Tanzania,No
uniqueid_7894 x Tanzania,Yes
uniqueid_8213 x Tanzania,Yes
uniqueid_7374 x Tanzania,No
uniqueid_8647 x Tanzania,No
uniqueid_9357 x Tanzania,Yes
uniqueid_8423 x Tanzania,Yes
uniqueid_8982 x Tanzania,Yes
uniqueid_8368 x Tanzania,No
uniqueid_7620 x Tanzania,No
uniqueid_8080 x Tanzania,Yes
uniqueid_8740 x Tanzania,No
uniqueid_9107 x Tanzania,Yes
uniqueid_7134 x Tanzania,Yes
uniqueid_7834 x Tanzania,Yes
uniqueid_8642 x Tanzania,Yes
uniqueid_8800 x Tanzania,No
uniqueid_8827 x Tanzania,Yes
uniqueid_8836 x Tanzania,Yes
uniqueid_8457 x Tanzania,Yes
uniqueid_7590 x Tanzania,Yes
uniqueid_8869 x Tanzania,No
uniqueid_8394 x Tanzania,Yes
uniqueid_8186 x Tanzania,Yes
uniqueid_7367 x Tanzania,Yes
uniqueid_8132 x Tanzania,Yes
uniqueid_8291 x Tanzania,No
uniqueid_9409 x Tanzania,No
uniqueid_9194 x Tanzania,No
uniqueid_7095 x Tanzania,Yes
uniqueid_9448 x Tanzania,Yes
uniqueid_8831 x Tanzania,Yes
uniqueid_8553 x Tanzania,Yes
uniqueid_7889 x Tanzania,No
uniqueid_9178 x Tanzania,No
uniqueid_8918 x Tanzania,Yes
uniqueid_9313 x Tanzania,Yes
uniqueid_8514 x Tanzania,Yes
uniqueid_8001 x Tanzania,No
uniqueid_8729 x Tanzania,Yes
uniqueid_9276 x Tanzania,Yes
uniqueid_9301 x Tanzania,No
uniqueid_8757 x Tanzania,No
uniqueid_7638 x Tanzania,Yes
uniqueid_6950 x Tanzania,Yes
uniqueid_7406 x Tanzania,Yes
uniqueid_9285 x Tanzania,Yes
uniqueid_7183 x Tanzania,Yes
uniqueid_6695 x Tanzania,No
uniqueid_7089 x Tanzania,Yes
uniqueid_7942 x Tanzania,Yes
uniqueid_9170 x Tanzania,Yes
uniqueid_8386 x Tanzania,No
uniqueid_9353 x Tanzania,Yes
uniqueid_7387 x Tanzania,Yes
uniqueid_8191 x Tanzania,No
uniqueid_9298 x Tanzania,Yes
uniqueid_8587 x Tanzania,No
uniqueid_7671 x Tanzania,Yes
uniqueid_8756 x Tanzania,Yes
uniqueid_7766 x Tanzania,No
uniqueid_8265 x Tanzania,No
uniqueid_7844 x Tanzania,Yes
uniqueid_7296 x Tanzania,Yes
uniqueid_6889 x Tanzania,No
uniqueid_7181 x Tanzania,No
uniqueid_8010 x Tanzania,Yes
uniqueid_7943 x Tanzania,No
uniqueid_7607 x Tanzania,Yes
uniqueid_8580 x Tanzania,Yes
uniqueid_6862 x Tanzania,Yes
uniqueid_6957 x Tanzania,Yes
uniqueid_8994 x Tanzania,No
uniqueid_7637 x Tanzania,Yes
uniqueid_8755 x Tanzania,Yes
uniqueid_7024 x Tanzania,Yes
uniqueid_6774 x Tanzania,No
uniqueid_8717 x Tanzania,Yes
uniqueid_9310 x Tanzania,No
uniqueid_8535 x Tanzania,Yes
uniqueid_7177 x Tanzania,No
uniqueid_6742 x Tanzania,Yes
uniqueid_8633 x Tanzania,Yes
uniqueid_8503 x Tanzania,Yes
uniqueid_6900 x Tanzania,Yes
uniqueid_7995 x Tanzania,Yes
uniqueid_9216 x Tanzania,No
uniqueid_7577 x Tanzania,Yes
uniqueid_7419 x Tanzania,Yes
uniqueid_9292 x Tanzania,No
uniqueid_7708 x Tanzania,Yes
uniqueid_7443 x Tanzania,Yes
uniqueid_9071 x Tanzania,Yes
uniqueid_9289 x Tanzania,Yes
uniqueid_7960 x Tanzania,Yes
uniqueid_8098 x Tanzania,Yes
uniqueid_7614 x Tanzania,Yes
uniqueid_7109 x Tanzania,No
uniqueid_7190 x Tanzania,Yes
uniqueid_8611 x Tanzania,Yes
uniqueid_7875 x Tanzania,Yes
uniqueid_6713 x Tanzania,Yes
uniqueid_7521 x Tanzania,Yes
uniqueid_8709 x Tanzania,Yes
uniqueid_7427 x Tanzania,Yes
uniqueid_9407 x Tanzania,Yes
uniqueid_7769 x Tanzania,Yes
uniqueid_7667 x Tanzania,Yes
uniqueid_8765 x Tanzania,No
uniqueid_8893 x Tanzania,Yes
uniqueid_8926 x Tanzania,No
uniqueid_7609 x Tanzania,Yes
uniqueid_8214 x Tanzania,Yes
uniqueid_8531 x Tanzania,No
uniqueid_8968 x Tanzania,No
uniqueid_6490 x Tanzania,No
uniqueid_8819 x Tanzania,No
uniqueid_7594 x Tanzania,No
uniqueid_8835 x Tanzania,No
uniqueid_8675 x Tanzania,No
uniqueid_9217 x Tanzania,Yes
uniqueid_6718 x Tanzania,Yes
uniqueid_7846 x Tanzania,No
uniqueid_9083 x Tanzania,Yes
uniqueid_6917 x Tanzania,Yes
uniqueid_8857 x Tanzania,No
uniqueid_8383 x Tanzania,Yes
uniqueid_8274 x Tanzania,No
uniqueid_6925 x Tanzania,No
uniqueid_6843 x Tanzania,No
uniqueid_8936 x Tanzania,No
uniqueid_8972 x Tanzania,Yes
uniqueid_9088 x Tanzania,Yes
uniqueid_8054 x Tanzania,Yes
uniqueid_8965 x Tanzania,Yes
uniqueid_6953 x Tanzania,No
uniqueid_9299 x Tanzania,No
uniqueid_7326 x Tanzania,Yes
uniqueid_8390 x Tanzania,Yes
uniqueid_7738 x Tanzania,Yes
uniqueid_7325 x Tanzania,No
uniqueid_6574 x Tanzania,No
uniqueid_9183 x Tanzania,Yes
uniqueid_7633 x Tanzania,No
uniqueid_9219 x Tanzania,Yes
uniqueid_7179 x Tanzania,No
uniqueid_6844 x Tanzania,Yes
uniqueid_7743 x Tanzania,No
uniqueid_7655 x Tanzania,No
uniqueid_7589 x Tanzania,Yes
uniqueid_8649 x Tanzania,Yes
uniqueid_6724 x Tanzania,No
uniqueid_6551 x Tanzania,Yes
uniqueid_7454 x Tanzania,Yes
uniqueid_7576 x Tanzania,No
uniqueid_6562 x Tanzania,No
uniqueid_7681 x Tanzania,No
uniqueid_7278 x Tanzania,Yes
uniqueid_8242 x Tanzania,Yes
uniqueid_7096 x Tanzania,No
